var_name,var_label,values_cat,labels_cat,unique_values_n,n_missing,prop_missing,type_var,note,year,survey,dataset,pairs
cf14g128,Do you think you will have [more] children in the future?,1; 2; 3,yes; no; I don't know,3.0,3791,0.552382340084511,categorical,,2014.0,Family & Household,PreFer_train_data.csv,cf128
cf15h128,Do you think you will have [more] children in the future?,1; 2; 3,yes; no; I don't know,3.0,3565,0.584330437633175,categorical,,2015.0,Family & Household,PreFer_train_data.csv,cf128
cf16i128,Do you think you will have [more] children in the future?,1; 2; 3,yes; no; I don't know,2.0,3909,0.707255292201918,categorical,,2016.0,Family & Household,PreFer_train_data.csv,cf128
cf17j128,Do you think you will have [more] children in the future?,1; 2; 3,yes; no; I don't know,2.0,4384,0.679479231246125,categorical,,2017.0,Family & Household,PreFer_train_data.csv,cf128
cf18k128,Do you think you will have [more] children in the future?,1; 2; 3,yes; no; I don't know,2.0,3971,0.699612403100775,categorical,,2018.0,Family & Household,PreFer_train_data.csv,cf128
cf19l128,Do you think you will have [more] children in the future?,1; 2; 3,yes; no; I don't know,2.0,3764,0.714909781576448,categorical,,2019.0,Family & Household,PreFer_train_data.csv,cf128
cf20m128,Do you think you will have [more] children in the future?,1; 2; 3,yes; no; I don't know,3.0,3645,0.59990125082291,categorical,,2020.0,Family & Household,PreFer_train_data.csv,cf128
cf08a143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3693,0.519409282700422,categorical,,2008.0,Family & Household,PreFer_train_data.csv,cf143
cf09b143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3070,0.537464985994398,categorical,,2009.0,Family & Household,PreFer_train_data.csv,cf143
cf10c143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3470,0.56829348182116,categorical,,2010.0,Family & Household,PreFer_train_data.csv,cf143
cf11d143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3165,0.581908439051296,categorical,,2011.0,Family & Household,PreFer_train_data.csv,cf143
cf12e143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3563,0.583046964490264,categorical,,2012.0,Family & Household,PreFer_train_data.csv,cf143
cf13f143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3432,0.58908341915551,categorical,,2013.0,Family & Household,PreFer_train_data.csv,cf143
cf14g143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3873,0.564330467725485,categorical,,2014.0,Family & Household,PreFer_train_data.csv,cf143
cf15h143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3545,0.581052286510408,categorical,,2015.0,Family & Household,PreFer_train_data.csv,cf143
cf16i143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3303,0.59761172426271,categorical,,2016.0,Family & Household,PreFer_train_data.csv,cf143
cf17j143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3709,0.574860508369498,categorical,,2017.0,Family & Household,PreFer_train_data.csv,cf143
cf18k143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3383,0.596018322762509,categorical,,2018.0,Family & Household,PreFer_train_data.csv,cf143
cf19l143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3206,0.608926875593542,categorical,,2019.0,Family & Household,PreFer_train_data.csv,cf143
cf20m143,"Has your father displayed any interest in your personal life, over the past 3 months?",1; 2; 3,no; once or twice; several times,3.0,3560,0.585911784068466,categorical,,2020.0,Family & Household,PreFer_train_data.csv,cf143
cf08a163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1399,0.19676511954993,categorical,,2008.0,Family & Household,PreFer_train_data.csv,cf163
cf09b163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1228,0.214985994397759,categorical,,2009.0,Family & Household,PreFer_train_data.csv,cf163
cf10c163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1424,0.233213232885686,categorical,,2010.0,Family & Household,PreFer_train_data.csv,cf163
cf11d163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1332,0.244897959183673,categorical,,2011.0,Family & Household,PreFer_train_data.csv,cf163
cf12e163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1436,0.234986090656194,categorical,,2012.0,Family & Household,PreFer_train_data.csv,cf163
cf13f163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1389,0.238414006179197,categorical,,2013.0,Family & Household,PreFer_train_data.csv,cf163
cf14g163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1757,0.256010491038904,categorical,,2014.0,Family & Household,PreFer_train_data.csv,cf163
cf15h163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1613,0.264382888051139,categorical,,2015.0,Family & Household,PreFer_train_data.csv,cf163
cf16i163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1446,0.261624751221277,categorical,,2016.0,Family & Household,PreFer_train_data.csv,cf163
cf17j163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1850,0.286732796032238,categorical,,2017.0,Family & Household,PreFer_train_data.csv,cf163
cf18k163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1616,0.284707540521494,categorical,,2018.0,Family & Household,PreFer_train_data.csv,cf163
cf19l163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1467,0.278632478632479,categorical,,2019.0,Family & Household,PreFer_train_data.csv,cf163
cf20m163,"Are the friends that you have mainly your own friends, or are they mainly friends that you share with your partner?",1; 2; 3; 4; 5,"mainly own friends; both own friends and shared friends, but more own friends; both own friends and shared friends, but more shared friends; mainly shared friends; I don't have any friends",5.0,1732,0.285055957867018,categorical,,2020.0,Family & Household,PreFer_train_data.csv,cf163
cf08a166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,5804,0.816315049226442,categorical,,2008.0,Family & Household,PreFer_train_data.csv,cf166
cf09b166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4570,0.800070028011205,categorical,,2009.0,Family & Household,PreFer_train_data.csv,cf166
cf10c166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4788,0.78414674091058,categorical,,2010.0,Family & Household,PreFer_train_data.csv,cf166
cf11d166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4176,0.767788196359625,categorical,,2011.0,Family & Household,PreFer_train_data.csv,cf166
cf12e166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4759,0.77875961381116,categorical,,2012.0,Family & Household,PreFer_train_data.csv,cf166
cf13f166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4519,0.775660830758668,categorical,,2013.0,Family & Household,PreFer_train_data.csv,cf166
cf14g166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,5194,0.756811889844092,categorical,,2014.0,Family & Household,PreFer_train_data.csv,cf166
cf15h166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4910,0.80478610063924,categorical,,2015.0,Family & Household,PreFer_train_data.csv,cf166
cf16i166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4436,0.802605391713407,categorical,,2016.0,Family & Household,PreFer_train_data.csv,cf166
cf17j166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,5031,0.77975821450713,categorical,,2017.0,Family & Household,PreFer_train_data.csv,cf166
cf18k166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4420,0.778717406624383,categorical,,2018.0,Family & Household,PreFer_train_data.csv,cf166
cf19l166,How satisfied are you with your situation as a single?,0; 10; 999,entirely dissatisfied; entirely satisfied; I don’t know,11.0,4133,0.784995251661918,categorical,,2019.0,Family & Household,PreFer_train_data.csv,cf166
cf20m166,How satisfied are you with your situation as a single?,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 999,0 entirely dissatisfied; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10 entirely satisfied; I don’t know,11.0,4712,0.775510204081633,categorical,,2020.0,Family & Household,PreFer_train_data.csv,cf166
cf08a388,Was it difficult to answer the questions?,1; 5,1 = definitely no; 5 = definitely yes,5.0,30,0.0042194092827004,categorical,,2008.0,Family & Household,PreFer_train_data.csv,cf388
cf09b388,Was it difficult to answer the questions?,1; 5,1 = definitely no; 5 = definitely yes,5.0,24,0.0042016806722689,categorical,,2009.0,Family & Household,PreFer_train_data.csv,cf388
cf10c388,Was it difficult to answer the questions?,1; 5,1 = definitely no; 5 = definitely yes,5.0,25,0.0040943334425155,categorical,,2010.0,Family & Household,PreFer_train_data.csv,cf388
cf11d388,Was it difficult to answer the questions?,1; 5,1 = definitely no; 5 = definitely yes,5.0,105,0.0193050193050193,categorical,,2011.0,Family & Household,PreFer_train_data.csv,cf388
cf12e388,Was it difficult to answer the questions?,1; 5,1 = definitely no; 5 = definitely yes,5.0,14,0.0022909507445589,categorical,,2012.0,Family & Household,PreFer_train_data.csv,cf388
cf13f388,Was it difficult to answer the questions?,1; 5,1 = definitely no; 5 = definitely yes,5.0,22,0.0037761757638173,categorical,,2013.0,Family & Household,PreFer_train_data.csv,cf388
cf14g388,Was it difficult to answer the questions?,1; 5,1 = certainly not; 5 = certainly yes,5.0,21,0.0030598863470785,categorical,,2014.0,Family & Household,PreFer_train_data.csv,cf388
cf15h388,Was it difficult to answer the questions?,1; 5,1 = certainly not; 5 = certainly yes,5.0,40,0.0065563022455335,categorical,,2015.0,Family & Household,PreFer_train_data.csv,cf388
cf16i388,Was it difficult to answer the questions?,1; 5,1 = certainly not; 5 = certainly yes,5.0,24,0.0043423195223448,categorical,,2016.0,Family & Household,PreFer_train_data.csv,cf388
cf17j388,Was it difficult to answer the questions?,1; 5,1 = certainly not; 5 = certainly yes,5.0,25,0.0038747675139491,categorical,,2017.0,Family & Household,PreFer_train_data.csv,cf388
cf18k388,Was it difficult to answer the questions?,1; 5,1 = certainly not; 5 = certainly yes,5.0,27,0.0047568710359408,categorical,,2018.0,Family & Household,PreFer_train_data.csv,cf388
cf19l388,Was it difficult to answer the questions?,1; 5,1 = certainly not; 5 = certainly yes,5.0,20,0.0037986704653371,categorical,,2019.0,Family & Household,PreFer_train_data.csv,cf388
cf20m388,Was it difficult to answer the questions?,1; 5,1 = certainly not; 5 = certainly yes,5.0,21,0.0034562211981566,categorical,,2020.0,Family & Household,PreFer_train_data.csv,cf388
cf08a390,Did the questionnaire get you thinking about things?,1; 5,1 = definitely no; 5 = definitely yes,5.0,30,0.0042194092827004,categorical,,2008.0,Family & Household,PreFer_train_data.csv,cf390
cf09b390,Did the questionnaire get you thinking about things?,1; 5,1 = definitely no; 5 = definitely yes,5.0,24,0.0042016806722689,categorical,,2009.0,Family & Household,PreFer_train_data.csv,cf390
cf10c390,Did the questionnaire get you thinking about things?,1; 5,1 = definitely no; 5 = definitely yes,5.0,25,0.0040943334425155,categorical,,2010.0,Family & Household,PreFer_train_data.csv,cf390
cf11d390,Did the questionnaire get you thinking about things?,1; 5,1 = definitely no; 5 = definitely yes,5.0,105,0.0193050193050193,categorical,,2011.0,Family & Household,PreFer_train_data.csv,cf390
cf12e390,Did the questionnaire get you thinking about things?,1; 5,1 = definitely no; 5 = definitely yes,5.0,14,0.0022909507445589,categorical,,2012.0,Family & Household,PreFer_train_data.csv,cf390
cf13f390,Did the questionnaire get you thinking about things?,1; 5,1 = definitely no; 5 = definitely yes,5.0,22,0.0037761757638173,categorical,,2013.0,Family & Household,PreFer_train_data.csv,cf390
cf14g390,Did the questionnaire get you thinking about things?,1; 5,1 = certainly not; 5 = certainly yes,5.0,21,0.0030598863470785,categorical,,2014.0,Family & Household,PreFer_train_data.csv,cf390
cf15h390,Did the questionnaire get you thinking about things?,1; 5,1 = certainly not; 5 = certainly yes,5.0,40,0.0065563022455335,categorical,,2015.0,Family & Household,PreFer_train_data.csv,cf390
cf16i390,Did the questionnaire get you thinking about things?,1; 5,1 = certainly not; 5 = certainly yes,5.0,24,0.0043423195223448,categorical,,2016.0,Family & Household,PreFer_train_data.csv,cf390
cf17j390,Did the questionnaire get you thinking about things?,1; 5,1 = certainly not; 5 = certainly yes,5.0,25,0.0038747675139491,categorical,,2017.0,Family & Household,PreFer_train_data.csv,cf390
cf18k390,Did the questionnaire get you thinking about things?,1; 5,1 = certainly not; 5 = certainly yes,5.0,27,0.0047568710359408,categorical,,2018.0,Family & Household,PreFer_train_data.csv,cf390
cf19l390,Did the questionnaire get you thinking about things?,1; 5,1 = certainly not; 5 = certainly yes,5.0,20,0.0037986704653371,categorical,,2019.0,Family & Household,PreFer_train_data.csv,cf390
cf20m390,Did the questionnaire get you thinking about things?,1; 5,1 = certainly not; 5 = certainly yes,5.0,21,0.0034562211981566,categorical,,2020.0,Family & Household,PreFer_train_data.csv,cf390
ca08a001,The head of household lives together with a partner (married or unmarried),0; 1,no; yes,2.0,0,0.0,categorical,,2008.0,Economic Situation Assets,PreFer_train_data.csv,ca001
ca10b001,The head of household lives together with a partner (married or unmarried),0; 1,no; yes,2.0,0,0.0,categorical,,2010.0,Economic Situation Assets,PreFer_train_data.csv,ca001
ca12c001,The head of household lives together with a partner (married or unmarried),0; 1,no; yes,2.0,1,0.0001789549033643,categorical,,2012.0,Economic Situation Assets,PreFer_train_data.csv,ca001
ca14d001,The head of household lives together with a partner (married or unmarried),0; 1,no; yes,2.0,0,0.0,categorical,,2014.0,Economic Situation Assets,PreFer_train_data.csv,ca001
ca16e001,The head of household lives together with a partner (married or unmarried),0; 1,no; yes,2.0,512,0.0934306569343066,categorical,,2016.0,Economic Situation Assets,PreFer_train_data.csv,ca001
ca18f001,The head of household lives together with a partner (married or unmarried),0; 1,no; yes,2.0,1487,0.265156918687589,categorical,,2018.0,Economic Situation Assets,PreFer_train_data.csv,ca001
ca20g001,The head of household lives together with a partner (married or unmarried),0; 1,no; yes,2.0,39,0.0066678064626431,categorical,,2020.0,Economic Situation Assets,PreFer_train_data.csv,ca001
ca08a066,Was it difficult to answer the questions?,1; 2; 3; 4; 5,certainly not; 2; 3; 4; certainly yes,5.0,20,0.0035435861091424,categorical,,2008.0,Economic Situation Assets,PreFer_train_data.csv,ca066
ca10b066,Was it difficult to answer the questions?,1; 2; 3; 4; 5,certainly not; 2; 3; 4; certainly yes,5.0,24,0.0043165467625899,categorical,,2010.0,Economic Situation Assets,PreFer_train_data.csv,ca066
ca12c066,Was it difficult to answer the questions?,1; 2; 3; 4; 5,certainly not; 2; 3; 4; certainly yes,5.0,19,0.0034001431639226,categorical,,2012.0,Economic Situation Assets,PreFer_train_data.csv,ca066
ca14d066,Was it difficult to answer the questions?,1; 2; 3; 4; 5,certainly not; 2; 3; 4; certainly yes,5.0,59,0.0091629134958844,categorical,,2014.0,Economic Situation Assets,PreFer_train_data.csv,ca066
ca16e066,Was it difficult to answer the questions?,1; 2; 3; 4; 5,certainly not; 2; 3; 4; certainly yes,5.0,33,0.0060218978102189,categorical,,2016.0,Economic Situation Assets,PreFer_train_data.csv,ca066
ca18f066,Was it difficult to answer the questions?,1; 2; 3; 4; 5,certainly not; 2; 3; 4; certainly yes,5.0,24,0.0042796005706134,categorical,,2018.0,Economic Situation Assets,PreFer_train_data.csv,ca066
ca20g066,Was it difficult to answer the questions?,1; 2; 3; 4; 5,certainly not; 2; 3; 4; certainly yes,5.0,19,0.0032484185330825,categorical,,2020.0,Economic Situation Assets,PreFer_train_data.csv,ca066
cd12e010,"What is the total sum of the costs for water, electricity, gas, heating and other energy or service costs, included in the indicated rent amount?",9999999998; 9999999999,I prefer not to say; I don't know,83.0,3043,0.924362089914945,categorical,,2012.0,Economic Situation Housing,PreFer_train_data.csv,cd010
cd13f010,"What is the total sum of the costs for water, electricity, gas, heating and other energy or service costs, included in the indicated rent amount?",9999999998; 9999999999,I prefer not to say; I don't know,90.0,2949,0.921850578305721,categorical,,2013.0,Economic Situation Housing,PreFer_train_data.csv,cd010
cd14g010,"What is the total sum of the costs for electricity, gas, heating and other energy or service costs, included in the indicated rent amount?",9999999998; 9999999999,I prefer not to say; I don't know,104.0,3683,0.893498301795245,categorical,,2014.0,Economic Situation Housing,PreFer_train_data.csv,cd010
cd15h010,"What is the total sum of the costs for electricity, gas, heating and other energy or service costs, included in the indicated rent amount?",9999999998; 9999999999,I prefer not to say; I don't know,104.0,3560,0.896499622261395,categorical,,2015.0,Economic Situation Housing,PreFer_train_data.csv,cd010
cd16i010,"What is the total sum of the costs for electricity, gas, heating and other energy or service costs, included in the indicated rent amount?",9999999998; 9999999999,I prefer not to say; I don't know,97.0,3243,0.900333148250972,categorical,,2016.0,Economic Situation Housing,PreFer_train_data.csv,cd010
cd12e014,In what year did you buy your current dwelling?,99999,I don't know,60.0,1096,0.332928311057108,categorical,,2012.0,Economic Situation Housing,PreFer_train_data.csv,cd014
cd12e028,"What was the value set by the most recent municipal property appraisal (Dutch: Wet Waardering Onroerende Zaken, WOZ)?",9999999998; 9999999999,I prefer not to say; I don't know,496.0,1116,0.339003645200486,categorical,,2012.0,Economic Situation Housing,PreFer_train_data.csv,cd028
cd13f028,"What was the value set by the most recent municipal property appraisal (Dutch: Wet Waardering Onroerende Zaken, WOZ)?",9999999998; 9999999999,I prefer not to say; I don't know,485.0,1113,0.347921225382932,categorical,,2013.0,Economic Situation Housing,PreFer_train_data.csv,cd028
cd14g028,"What was the value set by the most recent municipal property appraisal (Dutch: Wet Waardering Onroerende Zaken, WOZ)?",9999999998; 9999999999,I prefer not to say; I don't know,495.0,1499,0.363658418243571,categorical,,2014.0,Economic Situation Housing,PreFer_train_data.csv,cd028
cd15h028,"What was the value set by the most recent municipal property appraisal (Dutch: Wet Waardering Onroerende Zaken, WOZ)?",9999999998; 9999999999,I prefer not to say; I don't know,487.0,1409,0.354822462855704,categorical,,2015.0,Economic Situation Housing,PreFer_train_data.csv,cd028
cd16i028,"What was the value set by the most recent municipal property appraisal (Dutch: Wet Waardering Onroerende Zaken, WOZ)?",9999999998; 9999999999,I prefer not to say; I don't know,462.0,1234,0.34258745141588,categorical,,2016.0,Economic Situation Housing,PreFer_train_data.csv,cd028
cd12e033,How much do you pay in service costs or to an association of owners per period?,9999999998; 9999999999,I prefer not to say; I don't know,138.0,3020,0.917375455650061,categorical,,2012.0,Economic Situation Housing,PreFer_train_data.csv,cd033
cd13f033,How much do you pay in service costs or to an association of owners per period?,9999999998; 9999999999,I prefer not to say; I don't know,130.0,2925,0.91434823382307,categorical,,2013.0,Economic Situation Housing,PreFer_train_data.csv,cd033
cd14g033,How much do you pay in service costs or to an association of owners per period?,9999999998; 9999999999,I prefer not to say; I don't know,162.0,3770,0.914604560892771,categorical,,2014.0,Economic Situation Housing,PreFer_train_data.csv,cd033
cd15h033,How much do you pay in service costs or to an association of owners per period?,9999999998; 9999999999,I prefer not to say; I don't know,159.0,3630,0.914127423822715,categorical,,2015.0,Economic Situation Housing,PreFer_train_data.csv,cd033
cd16i033,How much do you pay in service costs or to an association of owners per period?,9999999998; 9999999999,I prefer not to say; I don't know,157.0,3279,0.910327595780122,categorical,,2016.0,Economic Situation Housing,PreFer_train_data.csv,cd033
ci15h005,"If you imagine a 'ladder of life', where the first step represents the worst possible life, and the tenth (top) step the best possible life, on what step would you place yourself?",1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,11.0,0,0.0,categorical,,2015.0,Economic Situation Income,PreFer_train_data.csv,ci005
ci16i005,"If you imagine a 'ladder of life', where the first step represents the worst possible life, and the tenth (top) step the best possible life, on what step would you place yourself?",0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,11.0,0,0.0,categorical,,2016.0,Economic Situation Income,PreFer_train_data.csv,ci005
ci17j005,"If you imagine a 'ladder of life', where the first step represents the worst possible life, and the tenth (top) step the best possible life, on what step would you place yourself?",0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,11.0,0,0.0,categorical,,2017.0,Economic Situation Income,PreFer_train_data.csv,ci005
ci18k005,"If you imagine a 'ladder of life', where the first step represents the worst possible life, and the tenth (top) step the best possible life, on what step would you place yourself?",0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,11.0,0,0.0,categorical,,2018.0,Economic Situation Income,PreFer_train_data.csv,ci005
ci19l005,"If you imagine a 'ladder of life', where the first step represents the worst possible life, and the tenth (top) step the best possible life, on what step would you place yourself?",0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,11.0,0,0.0,categorical,,2019.0,Economic Situation Income,PreFer_train_data.csv,ci005
ci20m005,"If you imagine a 'ladder of life', where the first step represents the worst possible life, and the tenth (top) step the best possible life, on what step would you place yourself?",0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10,11.0,0,0.0,categorical,,2020.0,Economic Situation Income,PreFer_train_data.csv,ci005
ci08a006,How satisfied are you with your financial situation?,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 999,not at all satisfied; 1; 2; 3; 4; 5; 6; 7; 8; 9; entirely satisfied; I don’t know,11.0,123,0.0203912466843501,categorical,,2008.0,Economic Situation Income,PreFer_train_data.csv,ci006
ci09b006,How satisfied are you with your financial situation?,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 999,not at all satisfied; 1; 2; 3; 4; 5; 6; 7; 8; 9; entirely satisfied; I don’t know,11.0,118,0.0222725556813892,categorical,,2009.0,Economic Situation Income,PreFer_train_data.csv,ci006
ci10c006,How satisfied are you with your financial situation?,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 999,not at all satisfied; 1; 2; 3; 4; 5; 6; 7; 8; 9; entirely satisfied; I don’t know,11.0,180,0.0320855614973262,categorical,,2010.0,Economic Situation Income,PreFer_train_data.csv,ci006
