var_name,var_label,values_cat,labels_cat,unique_values_n,n_missing,prop_missing,type_var,note,year,survey,dataset,pairs
cf11d029,In what year did you start living together with your partner?,,,66.0,1747,0.321198749770178,numeric,,2011.0,Family & Household,PreFer_train_data.csv,cf029
cf12e029,In what year did you start living together with your partner?,,,68.0,1911,0.312714776632302,numeric,,2012.0,Family & Household,PreFer_train_data.csv,cf029
cf13f029,In what year did you start living together with your partner?,,,66.0,1838,0.315482320631651,numeric,,2013.0,Family & Household,PreFer_train_data.csv,cf029
cf14g029,In what year did you start living together with your partner?,,,66.0,2364,0.344455777356841,numeric,,2014.0,Family & Household,PreFer_train_data.csv,cf029
cf15h029,In what year did you start living together with your partner?,,,68.0,2103,0.344697590558925,numeric,,2015.0,Family & Household,PreFer_train_data.csv,cf029
cf16i029,In what year did you start living together with your partner?,,,68.0,1856,0.335806043061335,numeric,,2016.0,Family & Household,PreFer_train_data.csv,cf029
cf17j029,In what year did you start living together with your partner?,,,66.0,2382,0.369187848729076,numeric,,2017.0,Family & Household,PreFer_train_data.csv,cf029
cf18k029,In what year did you start living together with your partner?,,,65.0,2038,0.359055673009161,numeric,,2018.0,Family & Household,PreFer_train_data.csv,cf029
cf19l029,In what year did you start living together with your partner?,,,65.0,1869,0.354985754985755,numeric,,2019.0,Family & Household,PreFer_train_data.csv,cf029
cf20m029,In what year did you start living together with your partner?,,,66.0,2251,0.370473996050033,numeric,,2020.0,Family & Household,PreFer_train_data.csv,cf029
cf08a031,In what year did you marry?,,,64.0,2865,0.40295358649789,numeric,,2008.0,Family & Household,PreFer_train_data.csv,cf031
cf09b031,In what year did you marry?,,,65.0,2362,0.413515406162465,numeric,,2009.0,Family & Household,PreFer_train_data.csv,cf031
cf10c031,In what year did you marry?,,,65.0,2624,0.429741238126433,numeric,,2010.0,Family & Household,PreFer_train_data.csv,cf031
cf11d031,In what year did you marry?,,,64.0,2336,0.429490715205001,numeric,,2011.0,Family & Household,PreFer_train_data.csv,cf031
cf12e031,In what year did you marry?,,,66.0,2616,0.428080510554737,numeric,,2012.0,Family & Household,PreFer_train_data.csv,cf031
cf13f031,In what year did you marry?,,,64.0,2543,0.436491589426708,numeric,,2013.0,Family & Household,PreFer_train_data.csv,cf031
cf14g031,In what year did you marry?,,,64.0,3259,0.474865219291855,numeric,,2014.0,Family & Household,PreFer_train_data.csv,cf031
cf15h031,In what year did you marry?,,,64.0,2897,0.474840190132765,numeric,,2015.0,Family & Household,PreFer_train_data.csv,cf031
cf16i031,In what year did you marry?,,,66.0,2555,0.462276099149629,numeric,,2016.0,Family & Household,PreFer_train_data.csv,cf031
cf17j031,In what year did you marry?,,,64.0,3247,0.503254804711717,numeric,,2017.0,Family & Household,PreFer_train_data.csv,cf031
cf18k031,In what year did you marry?,,,65.0,2756,0.485553206483439,numeric,,2018.0,Family & Household,PreFer_train_data.csv,cf031
cf19l031,In what year did you marry?,,,66.0,2531,0.480721747388414,numeric,,2019.0,Family & Household,PreFer_train_data.csv,cf031
cf20m031,In what year did you marry?,,,66.0,3091,0.5087228439763,numeric,,2020.0,Family & Household,PreFer_train_data.csv,cf031
cf08a130,Within how many years do you hope to have your (first-next) child?,,,21.0,5826,0.819409282700422,numeric,,2008.0,Family & Household,PreFer_train_data.csv,cf130
cf09b130,Within how many years do you hope to have your (first-next) child?,,,20.0,4763,0.833858543417367,numeric,,2009.0,Family & Household,PreFer_train_data.csv,cf130
cf10c130,Within how many years do you hope to have your (first-next) child?,,,22.0,5095,0.834425155584671,numeric,,2010.0,Family & Household,PreFer_train_data.csv,cf130
cf11d130,Within how many years do you hope to have your [first/next] child?,,,19.0,4617,0.848869277440706,numeric,,2011.0,Family & Household,PreFer_train_data.csv,cf130
cf12e130,Within how many years do you hope to have your [first/next] child?,,,26.0,5207,0.852070037637048,numeric,,2012.0,Family & Household,PreFer_train_data.csv,cf130
cf13f130,Within how many years do you hope to have your [first/next] child?,,,25.0,4983,0.855303810504634,numeric,,2013.0,Family & Household,PreFer_train_data.csv,cf130
cf14g130,Within how many years do you hope to have your [first/next] child?,,,23.0,5682,0.82791782019525,numeric,,2014.0,Family & Household,PreFer_train_data.csv,cf130
cf15h130,Within how many years do you hope to have your [first/next] child?,,,24.0,5134,0.841501393214227,numeric,,2015.0,Family & Household,PreFer_train_data.csv,cf130
cf16i130,Within how many years do you hope to have your [first/next] child?,,,22.0,4757,0.860683915324769,numeric,,2016.0,Family & Household,PreFer_train_data.csv,cf130
cf17j130,Within how many years do you hope to have your [first/next] child?,,,23.0,5390,0.83539987600744,numeric,,2017.0,Family & Household,PreFer_train_data.csv,cf130
cf18k130,Within how many years do you hope to have your [first/next] child?,,,23.0,4811,0.847603946441156,numeric,,2018.0,Family & Household,PreFer_train_data.csv,cf130
cf19l130,Within how many years do you hope to have your [first/next] child?,,,21.0,4520,0.858499525166192,numeric,,2019.0,Family & Household,PreFer_train_data.csv,cf130
cf20m130,Within how many years do you hope to have your [first/next] child?,,,23.0,5115,0.841836734693878,numeric,,2020.0,Family & Household,PreFer_train_data.csv,cf130
cf08a249,"How many part-days per week do you make use of this childcare, in total?",,,11.0,6469,0.909845288326301,numeric,,2008.0,Family & Household,PreFer_train_data.csv,cf249
cf09b249,"How many part-days per week do you make use of this childcare, in total?",,,11.0,5283,0.924894957983193,numeric,,2009.0,Family & Household,PreFer_train_data.csv,cf249
cf10c249,"How many part-days per week do you make use of this childcare, in total?",,,11.0,5702,0.933835571568949,numeric,,2010.0,Family & Household,PreFer_train_data.csv,cf249
cf11d249,"How many part-days per week do you make use of this childcare, in total?",,,11.0,5124,0.942084942084942,numeric,,2011.0,Family & Household,PreFer_train_data.csv,cf249
cf12e249,"How many part-days per week do you make use of this childcare, in total?",,,9.0,5729,0.937489772541319,numeric,,2012.0,Family & Household,PreFer_train_data.csv,cf249
cf13f249,"How many part-days per week do you make use of this childcare, in total?",,,12.0,5460,0.937178166838311,numeric,,2013.0,Family & Household,PreFer_train_data.csv,cf249
cf14g249,"How many part-days per week do you make use of this childcare, in total?",,,11.0,6451,0.939967944047793,numeric,,2014.0,Family & Household,PreFer_train_data.csv,cf249
cf15h249,"How many part-days per week do you make use of this childcare, in total?",,,12.0,5775,0.946566136698902,numeric,,2015.0,Family & Household,PreFer_train_data.csv,cf249
cf16i249,"How many part-days per week do you make use of this childcare, in total?",,,12.0,5244,0.94879681563235,numeric,,2016.0,Family & Household,PreFer_train_data.csv,cf249
cf17j249,"How many part-days per week do you make use of this childcare, in total?",,,11.0,6069,0.940638561686299,numeric,,2017.0,Family & Household,PreFer_train_data.csv,cf249
cf18k249,"How many part-days per week do you make use of this childcare, in total?",,,9.0,5370,0.946088794926004,numeric,,2018.0,Family & Household,PreFer_train_data.csv,cf249
cf19l249,"How many part-days per week do you make use of this childcare, in total?",,,12.0,4997,0.949097815764482,numeric,,2019.0,Family & Household,PreFer_train_data.csv,cf249
cf20m249,"How many part-days per week do you make use of this childcare, in total?",,,10.0,5804,0.95523370638578,numeric,,2020.0,Family & Household,PreFer_train_data.csv,cf249
cf08a251,"How much do you pay per month, in total, for the childcare?",,,205.0,6625,0.931786216596343,numeric,"This variable originally had value labels = {c(`I don't know` = 99999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2008.0,Family & Household,PreFer_train_data.csv,cf251
cf09b251,"How much do you pay per month, in total, for the childcare?",,,160.0,5410,0.947128851540616,numeric,"This variable originally had value labels = {c(`I don't know` = 99999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2009.0,Family & Household,PreFer_train_data.csv,cf251
cf10c251,"How much do you pay per month, in total, for the childcare?",,,139.0,5838,0.956108745496233,numeric,"This variable originally had value labels = {c(`I don't know` = 99999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2010.0,Family & Household,PreFer_train_data.csv,cf251
cf11d251,"How much do you pay per month, in total, for the childcare?",,,118.0,5227,0.961022246736533,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2011.0,Family & Household,PreFer_train_data.csv,cf251
cf13f251,"How much do you pay per month, in total, for the childcare?",,,142.0,5577,0.957260556127703,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2013.0,Family & Household,PreFer_train_data.csv,cf251
cf14g251,"How much do you pay per month, in total, for the childcare?",,,167.0,6565,0.956578755646219,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2014.0,Family & Household,PreFer_train_data.csv,cf251
cf15h251,"How much do you pay per month, in total, for the childcare?",,,130.0,5862,0.960826094082937,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2015.0,Family & Household,PreFer_train_data.csv,cf251
cf16i251,"How much do you pay per month, in total, for the childcare?",,,123.0,5329,0.964175863940655,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2016.0,Family & Household,PreFer_train_data.csv,cf251
cf17j251,"How much do you pay per month, in total, for the childcare?",,,149.0,6165,0.955517668939864,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2017.0,Family & Household,PreFer_train_data.csv,cf251
cf18k251,"How much do you pay per month, in total, for the childcare?",,,128.0,5448,0.959830866807611,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2018.0,Family & Household,PreFer_train_data.csv,cf251
cf19l251,"How much do you pay per month, in total, for the childcare?",,,134.0,5049,0.958974358974359,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2019.0,Family & Household,PreFer_train_data.csv,cf251
cf20m251,"How much do you pay per month, in total, for the childcare?",,,122.0,5872,0.966425279789335,numeric,"This variable originally had value labels = {c(`I don't know` = 9999)} but non were observed in the data, and we turned the variable [value_labels] into NULL and [value_labels_n] into 0. All values in the variable were numeric, which is why we turned the variable [type_var] into {numeric}. Please be advised that this variable type for this questionmay vary across waves, if any of the value labels were present in other waves, and the variable would have been assigned with {categorical}. The summary codebook will also flag this issue.",2020.0,Family & Household,PreFer_train_data.csv,cf251
